trade_date,open,high,low,close,volume
2015-11-09,7683.39,7706.44,7659.82,7682.87,1220000
2015-11-10,7682.87,7705.92,7644.01,7667.01,1230000
2015-11-11,7667.01,7704.56,7644.01,7681.52,1240000
2015-11-12,7681.52,7704.56,7657.68,7680.73,1250000
2015-11-13,7680.73,7703.77,7641.63,7664.62,1260000
2015-11-16,7664.62,7701.91,7641.63,7678.88,1270000
2015-11-17,7678.88,7701.91,7654.82,7677.86,1280000
2015-11-18,7677.86,7700.89,7638.55,7661.54,1290000
2015-11-19,7661.54,7698.60,7638.55,7675.58,1300000
2015-11-20,7675.58,7698.60,7651.33,7674.35,1310000
2015-11-23,7674.35,7697.37,7634.86,7657.84,1320000
2015-11-24,7657.84,7694.69,7634.86,7671.67,1330000
2015-11-25,7671.67,7694.69,7647.24,7670.25,1340000
2015-11-26,7670.25,7693.26,7630.59,7653.55,1350000
2015-11-27,7653.55,7690.17,7630.59,7667.17,1360000
2015-11-30,7667.17,7690.17,7642.55,7665.54,1370000
2015-12-01,7665.54,7688.54,7625.69,7648.64,1380000
2015-12-02,7648.64,7685.02,7625.69,7662.03,1390000
2015-12-03,7662.03,7685.02,7637.20,7660.18,1400000
2015-12-04,7660.18,7711.69,7637.20,7688.62,1410000
2015-12-07,7688.62,7724.94,7665.56,7701.83,1420000
2015-12-08,7701.83,7724.94,7676.59,7699.69,1430000
2015-12-09,7699.69,7751.18,7676.59,7727.99,1440000
2015-12-10,7727.99,7764.18,7704.81,7740.96,1450000
2015-12-11,7740.96,7764.18,7715.26,7738.48,1460000
2015-12-14,7738.48,7789.87,7715.26,7766.57,1470000
2015-12-15,7766.57,7802.56,7743.27,7779.22,1480000
2015-12-16,7779.22,7802.56,7753.00,7776.33,1490000
2015-12-17,7776.33,7827.53,7753.00,7804.12,1000000
2015-12-18,7804.12,7839.82,7780.71,7816.37,1010000
2015-12-21,7816.37,7839.82,7789.52,7812.96,1020000
2015-12-22,7812.96,7863.88,7789.52,7840.36,1030000
2015-12-23,7840.36,7875.66,7816.84,7852.10,1040000
2015-12-24,7852.10,7875.66,7824.53,7848.08,1050000
2015-12-25,7848.08,7898.58,7824.53,7874.96,1060000
2015-12-28,7874.96,7909.73,7851.33,7886.07,1070000
2015-12-29,7886.07,7952.01,7862.41,7928.22,1080000
2015-12-30,7928.22,7978.47,7904.44,7954.61,1090000
2015-12-31,7954.61,7988.91,7930.74,7965.02,1100000
2016-01-01,7965.02,8030.75,7941.12,8006.73,1110000
2016-01-04,8006.73,8056.56,7982.71,8032.46,1120000
2016-01-05,8032.46,8066.13,8008.36,8042.00,1130000
2016-01-06,8042.00,8107.35,8017.88,8083.10,1140000
2016-01-07,8083.10,8132.32,8058.85,8108.00,1150000
2016-01-08,8108.00,8140.85,8083.67,8116.50,1160000
2016-01-11,8116.50,8181.26,8092.15,8156.78,1170000
2016-01-12,8156.78,8205.20,8132.31,8180.66,1180000
2016-01-13,8180.66,8212.48,8156.12,8187.92,1190000
2016-01-14,8187.92,8251.87,8163.36,8227.19,1200000
2016-01-15,8227.19,8274.58,8202.51,8249.83,1210000
2016-01-18,8249.83,8280.42,8225.08,8255.65,1220000
2016-01-19,8255.65,8318.56,8230.88,8293.68,1230000
2016-01-20,8293.68,8339.80,8268.79,8314.86,1240000
2016-01-21,8314.86,8393.59,8289.92,8368.49,1250000
2016-01-22,8368.49,8430.47,8343.38,8405.25,1260000
2016-01-25,8405.25,8450.13,8380.03,8424.86,1270000
2016-01-26,8424.86,8502.70,8399.58,8477.26,1280000
2016-01-27,8477.26,8538.03,8451.83,8512.49,1290000
2016-01-28,8512.49,8555.85,8486.95,8530.25,1300000
2016-01-29,8530.25,8606.89,8504.66,8581.15,1310000
2016-02-01,8581.15,8640.39,8555.40,8614.55,1320000
2016-02-02,8614.55,8656.08,8588.71,8630.19,1330000
2016-02-03,8630.19,8705.31,8604.30,8679.27,1340000
2016-02-04,8679.27,8736.68,8653.23,8710.55,1350000
2016-02-05,8710.55,8749.96,8684.42,8723.79,1360000
2016-02-08,8723.79,8797.04,8697.61,8770.73,1370000
2016-02-09,8770.73,8825.98,8744.42,8799.59,1380000
2016-02-10,8799.59,8836.54,8773.19,8810.11,1390000
2016-02-11,8810.11,8881.16,8783.68,8854.60,1400000
2016-02-12,8854.60,8907.36,8828.04,8880.72,1410000
2016-02-15,8880.72,8967.90,8854.08,8941.08,1420000
2016-02-16,8941.08,9009.98,8914.26,8983.03,1430000
2016-02-17,8983.03,9033.25,8956.08,9006.23,1440000
2016-02-18,9006.23,9091.26,8979.21,9064.07,1450000
2016-02-19,9064.07,9130.42,9036.88,9103.11,1460000
2016-02-22,9103.11,9150.42,9075.80,9123.05,1470000
2016-02-23,9123.05,9205.51,9095.68,9177.97,1480000
2016-02-24,9177.97,9241.38,9150.44,9213.74,1490000
2016-02-25,9213.74,9241.38,9075.87,9103.18,1000000
2016-02-26,9103.18,9130.49,8948.80,8975.73,1010000
2016-02-29,8975.73,9002.66,8805.62,8832.12,1020000
2016-03-01,8832.12,8858.62,8699.96,8726.14,1030000
2016-03-02,8726.14,8752.31,8578.16,8603.97,1040000
2016-03-03,8603.97,8655.68,8578.16,8629.79,1050000
2016-03-04,8629.79,8663.11,8603.90,8637.20,1060000
2016-03-07,8637.20,8703.51,8611.28,8677.47,1070000
2016-03-08,8677.47,8725.40,8651.44,8699.30,1080000
2016-03-09,8699.30,8780.50,8673.20,8754.24,1090000
2016-03-10,8754.24,8817.05,8727.98,8790.68,1100000
2016-03-11,8790.68,8834.75,8764.31,8808.33,1110000
2016-03-14,8808.33,8885.99,8781.90,8859.41,1120000
2016-03-15,8859.41,8918.32,8832.83,8891.65,1130000
2016-03-16,8891.65,8931.49,8864.97,8904.77,1140000
2016-03-17,8904.77,8978.48,8878.06,8951.62,1150000
2016-03-18,8951.62,9006.25,8924.77,8979.31,1160000
2016-03-21,8979.31,9014.58,8952.38,8987.61,1170000
2016-03-22,8987.61,9056.96,8960.65,9029.87,1180000
2016-03-23,9029.87,9079.86,9002.78,9052.70,1190000
2016-03-24,9052.70,9083.06,9025.55,9055.89,1200000
2016-03-25,9055.89,9120.52,9028.72,9093.24,1210000
2016-03-28,9093.24,9138.24,9065.96,9110.91,1220000
2016-03-29,9110.91,9138.24,9081.41,9108.74,1230000
2016-03-30,9108.74,9168.30,9081.41,9140.87,1240000
2016-03-31,9140.87,9180.60,9113.45,9153.14,1250000
2016-04-01,9153.14,9227.46,9125.68,9199.86,1260000
2016-04-04,9199.86,9254.36,9172.26,9226.68,1270000
2016-04-05,9226.68,9261.07,9199.00,9233.37,1280000
2016-04-06,9233.37,9302.58,9205.67,9274.75,1290000
2016-04-07,9274.75,9323.86,9246.93,9295.97,1300000
2016-04-08,9295.97,9324.73,9268.09,9296.84,1310000
2016-04-11,9296.84,9360.60,9268.95,9332.60,1320000
2016-04-12,9332.60,9376.03,9304.60,9347.98,1330000
2016-04-13,9347.98,9376.03,9314.81,9342.83,1340000
2016-04-14,9342.83,9400.84,9314.81,9372.72,1350000
2016-04-15,9372.72,9410.22,9344.61,9382.08,1360000
2016-04-18,9382.08,9410.22,9342.67,9370.78,1370000
2016-04-19,9370.78,9422.79,9342.67,9394.60,1380000
2016-04-20,9394.60,9425.97,9366.42,9397.78,1390000
2016-04-21,9397.78,9425.97,9352.10,9380.24,1400000
2016-04-22,9380.24,9426.05,9352.10,9397.86,1410000
2016-04-25,9397.86,9426.05,9366.59,9394.78,1420000
2016-04-26,9394.78,9455.15,9366.59,9426.87,1430000
2016-04-27,9426.87,9466.58,9398.59,9438.26,1440000
2016-04-28,9438.26,9466.58,9400.55,9428.83,1450000
2016-04-29,9428.83,9483.06,9400.55,9454.70,1460000
2016-05-02,9454.70,9488.14,9426.34,9459.76,1470000
2016-05-03,9459.76,9488.14,9415.61,9443.94,1480000
2016-05-04,9443.94,9491.88,9415.61,9463.49,1490000
2016-05-05,9463.49,9491.88,9433.79,9462.17,1000000
2016-05-06,9462.17,9490.56,9411.65,9439.97,1010000
2016-05-09,9439.97,9481.50,9411.65,9453.14,1020000
2016-05-10,9453.14,9481.50,9417.13,9445.47,1030000
2016-05-11,9445.47,9473.80,9388.70,9416.95,1040000
2016-05-12,9416.95,9452.04,9388.70,9423.77,1050000
2016-05-13,9423.77,9452.04,9381.57,9409.80,1060000
2016-05-16,9409.80,9438.03,9346.97,9375.09,1070000
2016-05-17,9375.09,9403.75,9346.97,9375.63,1080000
2016-05-18,9375.63,9403.75,9327.43,9355.49,1090000
2016-05-19,9355.49,9398.56,9327.43,9370.45,1100000
2016-05-20,9370.45,9398.56,9336.70,9364.80,1110000
2016-05-23,9364.80,9392.89,9310.51,9338.52,1120000
2016-05-24,9338.52,9375.38,9310.51,9347.34,1130000
2016-05-25,9347.34,9375.38,9307.60,9335.60,1140000
2016-05-26,9335.60,9363.61,9275.45,9303.36,1150000
2016-05-27,9303.36,9334.05,9275.45,9306.14,1160000
2016-05-30,9306.14,9334.05,9260.62,9288.48,1170000
2016-05-31,9288.48,9316.35,9222.72,9250.48,1180000
2016-06-01,9250.48,9278.23,9219.64,9247.38,1190000
2016-06-02,9247.38,9275.12,9196.35,9224.02,1200000
2016-06-03,9224.02,9251.69,9152.98,9180.52,1210000
2016-06-06,9180.52,9208.06,9144.25,9171.76,1220000
2016-06-07,9171.76,9199.28,9115.53,9142.95,1230000
2016-06-08,9142.95,9170.38,9066.98,9094.26,1240000
2016-06-09,9094.26,9121.55,9052.85,9080.09,1250000
2016-06-10,9080.09,9107.33,9019.00,9046.14,1260000
2016-06-13,9046.14,9073.56,9019.00,9046.42,1270000
2016-06-14,9046.42,9073.56,8999.93,9027.01,1280000
2016-06-15,9027.01,9054.09,8961.05,8988.01,1290000
2016-06-16,8988.01,9014.98,8956.18,8983.13,1300000
2016-06-17,8983.13,9010.08,8931.88,8958.75,1310000
2016-06-20,8958.75,8985.63,8888.27,8915.01,1320000
2016-06-21,8915.01,8941.76,8878.51,8905.22,1330000
2016-06-22,8905.22,8931.94,8849.55,8876.17,1340000
2016-06-23,8876.17,8902.80,8801.55,8828.04,1350000
2016-06-24,8828.04,8854.52,8787.18,8813.62,1360000
2016-06-27,8813.62,8840.07,8753.89,8780.23,1370000
2016-06-28,8780.23,8806.57,8701.87,8728.05,1380000
2016-06-29,8728.05,8754.24,8683.21,8709.34,1390000
2016-06-30,8709.34,8735.47,8645.93,8671.95,1400000
2016-07-01,8671.95,8697.97,8590.26,8616.11,1410000
2016-07-04,8616.11,8641.96,8567.65,8593.43,1420000
2016-07-05,8593.43,8619.21,8526.75,8552.40,1430000
2016-07-06,8552.40,8578.06,8518.55,8544.18,1440000
2016-07-07,8544.18,8569.81,8492.16,8517.72,1450000
2016-07-08,8517.72,8543.27,8447.75,8473.17,1460000
2016-07-11,8473.17,8498.59,8435.85,8461.23,1470000
2016-07-12,8461.23,8486.61,8406.01,8431.31,1480000
2016-07-13,8431.31,8456.60,8358.43,8383.58,1490000
2016-07-14,8383.58,8408.73,8343.12,8368.22,1000000
2016-07-15,8368.22,8393.33,8310.16,8335.17,1010000
2016-07-18,8335.17,8360.17,8259.75,8284.61,1020000
2016-07-19,8284.61,8309.46,8241.34,8266.14,1030000
2016-07-20,8266.14,8290.94,8205.59,8230.28,1040000
2016-07-21,8230.28,8254.97,8152.71,8177.24,1050000
2016-07-22,8177.24,8201.77,8131.52,8155.98,1060000
2016-07-25,8155.98,8180.45,8093.30,8117.65,1070000
2016-07-26,8117.65,8142.01,8038.28,8062.47,1080000
2016-07-27,8062.47,8086.66,8014.62,8038.74,1090000
2016-07-28,8038.74,8062.86,7974.27,7998.26,1100000
2016-07-29,7998.26,8022.26,7964.90,7988.87,1110000
2016-08-01,7988.87,8012.83,7938.92,7962.81,1120000
2016-08-02,7962.81,7986.70,7896.49,7920.25,1130000
2016-08-03,7920.25,7944.02,7884.84,7908.57,1140000
2016-08-04,7908.57,7932.30,7856.83,7880.47,1150000
2016-08-05,7880.47,7904.11,7812.61,7836.12,1160000
2016-08-08,7836.12,7859.63,7798.94,7822.41,1170000
2016-08-09,7822.41,7845.87,7769.15,7792.53,1180000
2016-08-10,7792.53,7815.91,7723.42,7746.66,1190000
2016-08-11,7746.66,7769.90,7707.98,7731.18,1200000
2016-08-12,7731.18,7754.37,7676.68,7699.78,1210000
2016-08-15,7699.78,7722.88,7629.71,7652.67,1220000
2016-08-16,7652.67,7675.63,7612.74,7635.65,1230000
2016-08-17,7635.65,7658.55,7580.18,7602.99,1240000
2016-08-18,7602.99,7625.80,7532.21,7554.88,1250000
2016-08-19,7554.88,7577.54,7513.95,7536.56,1260000
2016-08-22,7536.56,7559.17,7480.35,7502.86,1270000
2016-08-23,7502.86,7525.37,7476.14,7498.64,1280000
2016-08-24,7498.64,7521.13,7456.68,7479.11,1290000
2016-08-25,7479.11,7501.55,7422.07,7444.40,1300000
2016-08-26,7444.40,7466.73,7416.67,7438.99,1310000
2016-08-29,7438.99,7461.31,7396.20,7418.46,1320000
2016-08-30,7418.46,7440.71,7360.77,7382.92,1330000
2016-08-31,7382.92,7405.06,7354.37,7376.50,1340000
2016-09-01,7376.50,7398.63,7333.07,7355.13,1350000
2016-09-02,7355.13,7377.20,7296.99,7318.94,1360000
2016-09-05,7318.94,7340.90,7289.74,7311.68,1370000
2016-09-06,7311.68,7333.61,7267.78,7289.65,1380000
2016-09-07,7289.65,7311.51,7231.21,7252.97,1390000
2016-09-08,7252.97,7274.73,7223.27,7245.00,1400000
2016-09-09,7245.00,7266.74,7200.79,7222.45,1410000
2016-09-12,7222.45,7244.12,7163.88,7185.43,1420000
2016-09-13,7185.43,7206.99,7155.38,7176.91,1430000
2016-09-14,7176.91,7198.44,7132.51,7153.97,1440000
2016-09-15,7153.97,7180.78,7132.51,7159.30,1450000
2016-09-16,7159.30,7180.78,7128.83,7150.28,1460000
2016-09-19,7150.28,7171.73,7105.54,7126.92,1470000
2016-09-20,7126.92,7153.17,7105.54,7131.77,1480000
2016-09-21,7131.77,7153.17,7100.98,7122.35,1490000
